company,locationid,plant,iso3,lon,lat,plant.id
EMPEROR MINES LTD,1015839,VATUKOULA MINE,FJI,177.85,-17.5166667,47835
KARNATAKA POWER CORP LTD,1020538,KALMALA,IND,77.3666667,16.2,20955
KARNATAKA POWER CORP LTD,1012103,LAL BAHADUR SHASTRI SAGAR,IND,75.7,16.8333333,24229
KARNATAKA POWER CORP LTD,1020554,KODASALLI,IND,77.5,12.4333333,22583
KARNATAKA POWER CORP LTD,1020560,SHARAVATHI,IND,75.5666667,13.9166667,40904
KARNATAKA POWER CORP LTD,1043216,KAPPADAGUDDA DEMO,IND,75.0166667,15.4666667,21213
KARNATAKA POWER CORP LTD,1046129,KALINADI-II,IND,74.1333333,14.8,20924
EMPREEN EOLICOS VERDE HORIZ,1069343,PASSARINHO,PRT,-9.193067,38.966323,33802
EMPREEND EOLICOS DE PRACANA,1069369,PRACANA EOLICO,PRT,-7.875359,39.568571,35643
EMPREEND IMOBILIARIOS COLOMBO,1012974,LISBOA COLOMBO,PRT,-9.312494,39.08807,25390
EMPREENDIMENTOS EOLICO REGO,1065916,ALFARROBEIRA,PRT,-8.370291,41.701135,936
EMPRESA DE AGUA POTABLE QUITO,1044140,EL CARMEN EMAAP,ECU,-78.3833333,-0.3666667,12024
EMPRESA DE CEMENTO CHIMBORAZO,1011744,CHIMBORAZO,ECU,-78.75,-1.6666667,8370
EMPRESA DE ENERGIA DE PEREIRA,1015833,LIBARE,COL,-75.667265,4.839164,25144
EMPRESA DE ENERGIA DE PEREIRA,1015831,BELMONTE EPP,COL,-75.6961111,4.8133333,3978
EMPRESA DE ENERGIA DE PEREIRA,1015832,DOSQUEBRADAS,COL,-75.667265,4.839164,11214
EMPRESA ECO,1069277,CUYAMEL,HND,-88.1833333,15.6666667,9917
EMPRESA ELEC E AGUA (ELECTRA),1057152,RIBEIRA DE BARCA,CPV,-23.766667,15.133333,37242
EMPRESA ELEC E AGUA (ELECTRA),1057170,RIBEIRA BRAVA,CPV,-24.3,16.616667,37240
EMPRESA ELEC E AGUA (ELECTRA),1015813,MATIOTA,CPV,-24.98042107,16.8901381,27545
EMPRESA ELEC E AGUA (ELECTRA),1015815,PRAIA,CPV,-23.50868225,14.921481,35663
EMPRESA ELEC E AGUA (ELECTRA),1057176,PONTA LAPA,CPV,-23.166667,15.333333,35214
EMPRESA ELEC E AGUA (ELECTRA),1044949,PORTO NOVO ELECTRA,CPV,-25.0647068,17.0196919,35474
EMPRESA ELEC E AGUA (ELECTRA),1057166,PORTO INGLES,CPV,-23.216667,15.133333,35466
EMPRESA ELEC E AGUA (ELECTRA),1057172,PORTO MOSQUITO,CPV,-23.7,14.95,35471
EMPRESA ELEC E AGUA (ELECTRA),1015812,PALMEIRA ELECTRA,CPV,-22.983333,16.766667,33460
EMPRESA ELEC E AGUA (ELECTRA),1057153,TARRAFAL,CPV,-23.766667,15.283333,44653
EMPRESA ELEC E AGUA (ELECTRA),1057169,RIBEIRA GRANDE ELECTRA,CPV,-25.072428,17.185608,37245
EMPRESA ELEC E AGUA (ELECTRA),1057165,RABIL,CPV,-22.883333,16.133333,36359
EMPRESA ELEC E AGUA (ELECTRA),1057177,LAZARETO,CPV,-25.033333,16.866667,24717
EMPRESA ELEC E AGUA (ELECTRA),1057171,TARRAFAL NICOLAU,CPV,-23.766667,15.283333,44654
EMPRESA ELEC E AGUA (ELECTRA),1057163,SAL-REI,CPV,-22.916667,16.183333,38803
EMPRESA ELECTRICA AMBATO,1015846,EL BATAN,ECU,-79.9166667,-1.1666667,11997
EMPRESA ELECTRICA AMBATO,1015849,MIRAFLORES,ECU,-78.15,0.0333333,28642
EMPRESA ELECTRICA AMBATO,1015848,LLIGUA,ECU,-78.4333333,-1.3833333,25531
EMPRESA ELECTRICA CAPULLO LTDA,1034056,CAPULLO,CHL,-73.75,-41.8833333,7068
EMPRESA ELECTRICA COTOPAXI,1015851,ILLUCHI,ECU,-78.6,-0.9833333,19209
EMPRESA ELECTRICA COTOPAXI,1019569,ANGAMARCA,ECU,-78.9333333,-1.1166667,1539
EMPRESA ELECTRICA DE SUCUMBIOS,1055186,TARAPOA,ECU,-76.4166667,-0.1333333,44609
EMPRESA ELECTRICA INTAG SA,1019583,INTAG,ECU,-78.9666667,0.3,19445
EMPRESA ELECTRICA MATAMOROS,1022393,CEDRAL,CRI,-84.435014,10.383616,7551
EMPRESA ELECTRICA MATAMOROS,1046049,AGUAS ZARCAS,CRI,-84.34049606,10.37512176,444
EMPRESA ELECTRICA MATAMOROS,1042243,DONA JULIA,CRI,-83.786609,10.215878,11074
EMPRESA ELECTRICA MATAMOROS,1048836,RIO LAJAS,CRI,-85.568128,10.356595,37456
EMPRESA ELECTRICA MATAMOROS,1046029,PLATANAR,CRI,-84.470154,10.417028,34907
KASTBJERG,1042365,HAVNDAL,DNK,10.196708,56.652544,17182
EMPRESA ELECTRICA NORTE,1055160,COTACACHI,ECU,-78.2666667,0.3,9503
EMPRESA ELECTRICA NORTE,1055161,BUENOS AIRES EC,ECU,-80.0666667,-3.9833333,6136
EMPRESA ELECTRICA NORTE,1015870,OTAVALO,ECU,-78.2666667,0.2333333,33042
EMPRESA ELECTRICA NORTE,1015866,ATUNTAQUI,ECU,-78.2166667,0.3333333,2488
EMPRESA ELECTRICA NORTE,1015871,SAN FRANCISCO EEN,ECU,-78.5,-1.3,39150
EMPRESA ELECTRICA RIOBAMBA,1015883,ALAO,ECU,-78.4833333,-1.9,796
EMPRESA ENERGIA BOYACA (EBSA),1015334,PAIPA,COL,-73.3677778,5.5352778,33348
KATANI LTD,1069242,HALE SISAL ESTATE,TZA,38.483333,-5.15,16579
KATHMANDU SMALL HYDROPOWER SYS,1079091,SALI DADI,NPL,85.32059669,27.70169187,64030
KATOWICE LANDFILL,1067562,KATOWICE LANDFILL,POL,19.027545,50.258415,21487
EMPRESA MINERA ISCAYCRUZ SA,1052551,LAGSAURA,PER,-76.8766667,-10.8108333,24078
EMPRESA SERV PUBLICOS HEREDIA,1015636,CARRILLOS,CRI,-84.274035,10.02918,7216
KATSUSHIKA REFRIGERATOR CO LTD,1020610,KATSUSHIKA REFRIGERATOR,JPN,140.123334,35.604722,21494
EMPRESA TEXTIL NORTENHA SA,1040094,NORTENHA PLANT,PRT,-8.485921,41.378918,31560
EMPRESA URRA SA ESP,1013345,URRA (ALTO SINU),COL,-76.0591667,8.1736111,47293
KATTERNO AB OY,1018327,FINNHOLM,FIN,22.8666667,63.8333333,13457
EMPRESAS COPEC,1033945,ARAUCO PULP MILL,CHL,-73.31751823,-37.24630099,1904
KATTERNO AB OY,1018328,HERRFORS,FIN,22.8833333,63.6166667,17570
SARAWAK ENERGY BHD GROUP,1028020,BEKENU,MYS,113.85,4.05,3860
EMPRESAS COPEC,1064138,LICANCEL PULP MILL,CHL,-72.4166667,-35.3333333,25166
KAUCUK AS,1068730,KRALUPY PLANT,CZE,14.31149458,50.24107089,23025
KAUFHAUS KUHN GMBH & CO KG,1020530,IGERSHEIM,DEU,9.8169444,49.4944444,19100
KAUKAS OY,1020611,KALTIMO,FIN,30.15,62.8,20969
EMPRESAS ICA SC,1019606,SAN JOSE DE CALDERAS,GTM,-90.6391667,14.4161111,39224
EMPRESAS PUBLICAS DE YARUMAL,1015689,EL SALTO YARUMAL,COL,-75.417376,6.963208,12164
EMPRESAS VICSONS,1072914,CONCEPCION ISTMUS,PAN,-82.5666667,8.5,58854
EMPRESAS ZILLO LORENZETTI SA,1063747,USINA AZL,BRA,-48.71138889,-22.50222222,47325
EMPRESAS ZILLO LORENZETTI SA,1066781,USINA BARRA GRANDE,BRA,-48.80027778,-22.59861111,47326
EMSCHER LIPPE ENERGIE (ELE),1029873,GELSENKIRCHEN ELE,DEU,7.05,51.5166667,14859
EMSCHERBRUCH WWTP,1070828,EMSCHERBRUCH WWTP,DEU,6.85,51.4666667,55976
SARAWAK ENERGY BHD GROUP,1028082,BINTULU,MYS,113.0333333,3.1666667,44527
EMSLAND-STARKE GMBH,1015898,EMLICHHEIM WORKS,DEU,6.85,52.6166667,12412
KAUPANGER ENERGI AS,1082584,KAUPANGER-I,NOR,7.2333333,61.1833333,66223
EMTA YVELINES,1057191,GUITRANCOURT,FRA,1.776503,49.009478,16253
EMTICI ENGINEERING LTD,1015899,LAMBA EMTICI,IND,69.3166667,21.9,24265
EN-RIN 2000,1053773,PETRIZIA,ITA,16.7,38.8833333,34362
ENALPIN AG,1061634,BINN,CHE,8.184213638,46.36392916,4664
ENALPIN AG,1027469,BRAMOIS,CHE,7.40341,46.232644,5577
ENALPIN AG,1022039,ACKERSAND-I,CHE,7.874708176,46.2389304,217
ENALPIN AG,1022040,ACKERSAND-II,CHE,7.874708176,46.2389304,218
ENALPIN AG,1010026,MOREL,CHE,8.043317,46.354993,29365
ENBRIDGE INC,59162,CRUICKSHANK,CAN,-81.60095215,44.16644466,61664
ENBRIDGE INC,55235,LEADER WIND,CAN,-81.60095215,44.16644466,24786
ENBRIDGE INC,57181,SARNIA SOLAR,CAN,-82.4040699,42.97865574,39866
ENBRIDGE INC,57888,TORONTO GAS HQ,CAN,-79.41630419,43.70011379,54043
KAWASAKI HEAVY INDUSTRIES,1020624,AKASHI PLANT,JPN,134.9833333,34.6333333,590
KAWASAKI HEAVY INDUSTRIES,1020628,WEST KOBE,JPN,135.182995,34.691304,49352
KAWASAKI KAGAKU KOGYO,1020629,KAWASAKI KAGAKU,JPN,139.7172222,35.5205556,21585
ENBRIDGE/VERESEN,55832,ESTLIN ORC,CAN,-104.5343933,50.25007661,12827
ENBW,1029818,FLINGERN,DEU,6.776161194,51.22172257,13579
ENBW,1029817,DUSSELDORF WTG,DEU,6.776161194,51.22172257,11545
ENBW,1029820,LAUSWARD,DEU,6.776161194,51.22172257,24650
ENBW,1029819,GARATH,DEU,6.776161194,51.22172257,55587
ENCANA CORP,49053,FOSTER CREEK,CAN,-114.7020198,51.48340654,13889
ENCANA CORP,46886,BALZAC NG PLANT,CAN,-113.9378,51.1894,3079
ENCANA CORP,46885,CAVALIER POWER,CAN,-113.1928,51.0069,7463
KAYATAR,1042409,KAYATAR,IND,77.8,8.95,21615
KAYSERI SEKER FABRIKAS AS,1078554,KAYSERI BOGAZLIYAN,TUR,35.485278,38.732222,63722
END-I AG,1081126,TETEROW BIOGAS,DEU,12.5666667,53.7833333,65266
END-I AG,1081128,LOGPORT,DEU,6.75,51.4333333,65268
END-I AG,1081122,LOHE LANDFILL,DEU,12.6,51.8833333,65262
END-I AG,1054553,BOCHUM GRUBENGASANLAGE,DEU,7.2166667,51.4833333,5051
END-I AG,1081118,LUSTADT,DEU,8.2694444,49.2508333,65258
END-I AG,1081123,FROHSER BERGE LANDFILL,DEU,11.75,52.0166667,65263
END-I AG,1081119,MEININGEN LANDFILL,DEU,10.41521072,50.56786546,65259
END-I AG,1081117,ERIN GRUBENGASANLAGE,DEU,7.3166667,51.55,65257
END-I AG,1081124,ALTENBURG LANDFILL,DEU,12.45,50.9833333,65264
ENDA ENERJI HOLDING AS,1078651,CAYGOREN DAM,TUR,28.178416,39.241281,63786
ENDA ENERJI HOLDING AS,1078643,AKCAY,TUR,28.322249,37.916309,63785
ENDEAVOUR ENERGY,1025847,MERRYLANDS,AUS,151.2073231,-33.86784996,28131
ENDESA SA,1052334,SAYAN,PER,-77.1933333,-11.1361111,40018
ENDESA SA,1063322,PALMUCHO,CHL,-72.35,-37.4666667,33469
ENDESA SA,1069935,CANTIRUELAS,ESP,-4.362428,41.880445,53980
ENDESA SA,1016263,SAN ANTONIO EMGESA,COL,-74.35257,4.615097,39069
ENDESA SA,1026881,TORDERA FIBRAREL,ESP,2.71888,41.699143,45907
ENDESA SA,1015752,SAN ISIDRO,CHL,-71.2666667,-32.8833333,39205
ENDESA SA,1015744,ISLA ENDESA,CHL,-71.6666667,-35.4333333,19658
ENDESA SA,1015747,PANGUE,CHL,-72.35,-37.4666667,33566
ENDESA SA,1015750,RAPEL,CHL,-71.30616188,-34.29026831,36649
ENDESA SA,1018386,MOLL D'EN GENOVE,ESP,2.856380939,42.33002837,29011
ENDESA SA,1052330,NAVA,PER,-76.8147222,-10.7830556,30648
ENDESA SA,1046532,FOMENTARA,ESP,1.4666667,38.7,13659
ENDESA SA,1074121,ALMAREN,ESP,-1.595011,41.485954,59903
ENDESA SA,1061090,TAWNAGHMORE,IRL,-9.1666667,54.1166667,44757
KCP LTD,1075544,GUNTUR BRANCH M 5/4,IND,79.95,16.3833333,61334
ENDESA SA,1057681,SAUZAL,CHL,-70.74444,-34.17083,39971
ENDESA SA,1032393,JINAMAR,ESP,-15.411372,28.042431,20355
ENDESA SA,1026871,CASETA,ESP,-1.366362,42.522547,7302
SASOL LTD,1013244,BRUNSBUTTEL SASOL,DEU,9.15,53.9,6000
ENDESA SA,1058850,LEBOREIRO ENDESA,ESP,-7.723832,43.466846,24803
KDE ENERGY,1080603,CASTLE PILL,GBR,-5.0172222,51.7291667,64934
KDE ENERGY,1080605,DELFZIJL ZUID-3,NLD,6.918056,53.33,64935
KDF PEZINOK,1067747,PEZINOK PLANT,SVK,17.266639,48.289857,34395
KE KUYHUOY,1061104,PHUM KOMPONGCHREY,KHM,104.81827,10.794257,34489
ENDESA SA,1051941,EPINA,ESP,-17.266641,28.17944,12571
KEBAJORAN HOSPITAL,1041717,KEBAJORAN HOSPITAL,IDN,106.8451309,-6.214623197,21678
ENDESA SA,1018412,ARROYITO,ARG,-68.574294,-39.080085,2125
ENDESA SA,1078740,ARONA,ESP,-16.68102264,28.09961941,63835
ENDESA SA,1016260,COLEGIO,COL,-73.9166667,5.2666667,9033
ENDESA SA,1017462,SON MOLINAS,ESP,2.544034,39.511772,42334
ENDESA SA,1015666,CURILLINQUE,CHL,-71.6666667,-35.4333333,9861
ENDESA SA,1026867,BELLVEI RENCAT,ESP,1.5333333,41.2166667,3967
ENDESA SA,1058550,CORTIJO DE IRUELAS,ESP,-4.05,37.3166667,9451
ENDESA SA,1016266,TEQUENDANA,COL,-74.35257,4.615097,45017
ENDESA SA,1045344,BUSTELO-1,ESP,-7.723832,43.466846,6413
ENDESA SA,1062139,GUIA DE ISORA,ESP,-16.77947044,28.21154167,16225
ENDESA SA,1015786,CANDASNOS,ESP,0.064247,41.50213,6921
ENDESA SA,1026870,CASES,ESP,-5.8333333,43.4166667,7301
ENDESA SA,1015751,RIO AZUL,CHL,-72.1275,-43.4838889,37396
ENDESA SA,1016268,TERMOZIPA (CORRAL),COL,-73.913013,4.965313,45077
ENDESA SA,1032387,CANDELARIA,ESP,-16.372684,28.3548,6925
ENDESA SA,1032398,BARRANCO DE TIRAJANA,ESP,-13.61300468,29.00093404,3401
KELAG-KARNTNER ELEKTRIZITATS,1020576,ZIRKNITZ,AUT,12.9136111,46.9822222,51030
ENDESA SA,1049550,LOS LANCES-2,ESP,-6.2994444,36.5336111,25856
ENDESA SA,1048412,ESCUCHA ENDESA,ESP,-0.810116,40.79467,12717
ENDESA SA,1037103,VETEJAR,ESP,-4.582611,37.248508,48050
ENDESA SA,1049626,ARICO,ESP,-16.482957,28.177047,2011
ENDESA SA,1015667,PEHUENCHE,CHL,-71.4833333,-35.55,34049
ENDESA SA,1017458,ALCUDIA,ESP,3.091257,39.810605,880
ENDESA SA,1041256,MONTEAHUMADA,ESP,-5.606949,36.01393,29194
ENDESA SA,1052333,HUMAYA EDELNOR,PER,-77.5994444,-11.07,18814
ENDESA SA,1015737,BOCAMINA,CHL,-72.5,-36.05,5037
ENDESA SA,1074124,SIERRA COSTERA II,ESP,-0.914891,40.708106,59906
ENDESA SA,1056714,CASTILFRIO CETASA,ESP,-2.468833923,41.76401374,7392
ENDESA SA,1046275,SIERRA DEL MADERO,ESP,-1.983913,41.779013,41537
ENDESA SA,1015745,LOS MOLLES,CHL,-71.2002778,-30.5983333,25869
ENDESA SA,1026875,LA BATTLORIA INACREL,ESP,2.548144,41.717452,23605
ENDESA SA,1032396,LOS GUINCHOS,ESP,-17.786694,28.653838,25852
ENDESA SA,1037070,TALTAL,CHL,-70.4666667,-25.0166667,44390
ENDESA SA,1015780,ROSES,ESP,3.176894188,42.26198611,37983
ENDESA SA,1015739,CIPRESES,CHL,-71.6666667,-35.4333333,8718
ENDESA SA,1031234,CARTAGENA,COL,-75.5144444,10.3997222,7238
KEMIJOKI OY,1020683,KURITTUKOSKI,FIN,26.6,67.4166667,23365
ENDESA SA,1052328,CANTA,PER,-76.6241667,-11.4672222,6973
KEMIJOKI OY,1020685,LOKKA,FIN,27.7372222,67.82,25654
KEMIJOKI OY,1043495,MATARAKOSKI,FIN,26.6,67.4166667,27516
KEMIJOKI OY,1016546,PANKAKOSKI,FIN,30.15,63.3166667,33574
KEMIJOKI OY,1020688,PETAJASKOSKI,FIN,25.7166667,66.5,34321
KEMIJOKI OY,1043496,KELUKOSKI,FIN,26.6,67.4166667,21740
KEMIJOKI OY,1020690,PORTTIPAHTA,FIN,26.6,67.4166667,35506
KEMIJOKI OY,1020689,PIRTTIKOSKI,FIN,25.7166667,66.5,34775
KEMIJOKI OY,1020684,KURKIASKA,FIN,26.6,67.4166667,23367
KEMIJOKI OY,1020691,SEITAKORVA,FIN,27.4166667,66.6666667,40429
KEMIJOKI OY,1020692,TAIVALKOSKI,FIN,22.9,62.4833333,44242
KEMIN TUULIVOIMAPUISTO OY,1045532,KEMI,FIN,24.56371307,65.73641156,21761
KEMIRA OY,1020698,PORI MILL,FIN,21.7833333,61.4833333,35328
KEMIRA OY,1020696,FREDERICIA FERTILIZER,DNK,9.752565622,55.56567633,14029
ENDESA SA,1049628,PUNTA TENO,ESP,-16.860981,28.374583,36075
KEMIRA OY,1020700,UUSIKAUPUNKI,FIN,21.4084053,60.80043075,47414
ENDESA SA,1058851,CARBALLEIRA,ESP,-7.763975859,42.41683521,7084
ENDESA SA,1080295,PERELHAL,PRT,-8.689822,41.530755,64767
ENDESA SA,1056715,EL CAYO CETASA,ESP,-2.468833923,41.76401374,12031
ENDESA SA,1058547,RIO ALMODOVAR,ESP,-5.763391,36.194851,37394
ENDESA SA,1072004,MONTE AHUMADA,ESP,-5.606949,36.01393,57776
ENDESA SA,1071214,EL EJIDO,ESP,-2.814559937,36.77629248,56663
ENDESA SA,1063687,VALPARDO,ESP,-4.411492,40.593977,47687
ENDESA SA,1034068,CAVANCHA,CHL,-70.15,-20.2333333,7465
ENDESA SA,1016265,PARAISO EMGESA,COL,-73.9166667,5.2666667,33644
ENDESA SA,1080275,ARCOZELO SOLASTIQUE,PRT,-8.535931,41.669725,64750
ENDESA SA,1049614,CARBA,ESP,-7.6833333,43.3,7083
ENDESA SA,1062174,LA TINTA,COL,-73.9166667,5.2666667,23904
ENDESA SA,1064104,OJOS DE AGUA,CHL,-71.2833333,-34.9,32329
ENDESA SA,1015735,ABANICO,CHL,-71.5166667,-37.3333333,93
ENDESA SA,1052331,RAVIRA-PACARAOS,PER,-76.6475,-11.1861111,36783
ENDESA SA,1048194,JAEN LA LOMA,ESP,-3.483103,38.049302,19967
ENDESA SA,1015753,SAUZALITO,CHL,-70.74444,-34.17083,39972
ENDESA SA,1026873,GERMALIO RELCAMP,ESP,2.287731171,41.60796624,14971
ENDESA SA,1052327,ACOS,PER,-76.3255556,-11.8038889,224
ENDESA SA,1069934,LAS PARDAS,ESP,-4.362428,41.880445,52171
ENDESA SA,1058546,EL RUDEO,ESP,-4.988959,37.356167,12159
ENDESA SA,1026872,ELECTROVAPOR,ESP,-3.70256424,40.41650209,12252
ENDESA SA,1015305,GREAT ISLAND,IRL,-6.941389,52.289167,15801
ENDESA SA,1018413,EL CHOCON,ARG,-68.059102,-38.951606,12039
ENDESA SA,1011870,COSTANERA,ARG,-58.37722778,-34.61314881,9493
ENDESA SA,1062471,RIALB II,ESP,1.256078482,41.97526893,37218
ENDESA SA,1015742,EL TORO,CHL,-72.35,-37.4666667,12192
ENDESA SA,1049572,SAN XOAN,ESP,-7.2333333,42.6833333,39384
ENDESA SA,1052239,CHURIN,PER,-76.8147222,-10.7830556,8636
ENDESA SA,1062469,AITONA,ESP,0.4666667,41.4833333,549
ENDESA SA,1026869,BRUTAU II,ESP,2.35,42.3166667,6030
ENDESA SA,1056705,EL PUERTO Y TRINIDAD,ESP,-0.829576,40.713419,12145
ENDESA SA,1062175,CHARQUITO,COL,-74.216819,4.579368,8004
ENDESA SA,1016262,EL GUAVIO,COL,-72.5369444,4.7477778,12085
ENDESA SA,1067928,ALTO PALANCIO,ESP,-0.65,40.0166667,1207
ENDESA SA,1026868,BLANES FIBREL,ESP,2.790355682,41.67419404,4886
ENDESA SA,1062467,CAS TRESORER,ESP,2.544034,39.511772,7258
ENDESA SA,1032388,EL MULATO,ESP,-17.7761364,28.80293945,12108
ENDESA SA,1015749,RALCO,CHL,-72.35,-37.4666667,36508
ENDESA SA,1015736,ANTUCO,CHL,-72.35,-37.4666667,1732
ENDESA SA,1016261,LA GUACA,COL,-73.9166667,5.2666667,23734
ENDESA SA,1057682,LOMA ALTA,CHL,-71.6666667,-35.4333333,25664
ENDESA SA,1032397,PUNTA GRANDE,ESP,-13.54768753,28.96301748,36068
ENDESA SA,1044240,ENEMANSA,ESP,-3.423325,39.237851,12465
ENDESA SA,1032389,S SEBASTIAN (EL PALMAR),ESP,-16.25461578,28.46823859,38424
ENDESA SA,1017459,IBIZA,ESP,1.432964802,38.90883428,19029
ENDESA SA,1077719,RHODE PEAKER,IRL,-7.2016667,53.3522222,63255
ENDESA SA,1052332,YASO,PER,-76.7883333,-11.6672222,50597
ENDESA SA,1015322,TARBERT,IRL,-9.3752778,52.5727778,44621
ENDESA/IBERDROLA,1011957,GARONA,ESP,-3.207291667,42.7753,14672
ENDESA/IBERDROLA,1011923,VANDELLOS-II,ESP,0.866666667,40.95138889,47723
ENDESA/IBERDROLA,1011921,ASCO,ESP,0.569444444,41.2,2252
ENDRE UGEDAL,1072823,UGEDAL,NOR,10.2,63.966667,58777
ENE VISION CORP,1063525,TOYOTA CENTRAL MOTOR,JPN,137.15,35.0833333,46108
ENEA SA,1068332,KOSZYCE,POL,16.74934387,53.17404524,22906
ENEA SA,1076345,KAMIENNA,POL,20.648287,50.303522,62238
ENEA SA,1015575,KOZIENICE,POL,21.466666,51.664722,22994
ENEA SA,1068300,TRZEBIATOW,POL,17.303393,54.064122,46414
ENEA SA,1068308,JASTROWIE,POL,16.817559,53.420478,20117
ENEA SA,1068315,PODGAJE,POL,16.878977,53.475588,35034
ENEA SA,1068316,PTUSZA,POL,16.791542,53.364763,35902
ENEA SA,1076347,MIEDZYLESIE,POL,19.946215,50.885181,62240
ENEA SA,1068331,DOBRZYCA,POL,16.78369,53.220474,10973
ENEA SA,1068210,JEZIORSKO,POL,19.90653992,51.98551446,20266
ENECO EVELOP,1069760,KOEGORSPOLDER,NLD,3.827778,51.335833,56795
ENECO EVELOP,1072480,DISTRIDAM,NLD,4.048632,51.948365,58206
ENECO EVELOP,1064339,GROOT ZEVERT,NLD,6.563889,52.066667,16004
ENECO EVELOP,1079649,DE LOCHT,NLD,6.0625,50.865833,64369
ENECO EVELOP,1064983,LOCHT-ZUID,NLD,6.0625,50.865833,10371
ENECO EVELOP,1068596,WAALWIJK,NLD,5.070833,51.6825,48640
ENECO EVELOP,1072485,AFRIKHAVN,NLD,4.889688492,52.3740272,58211
ENECO EVELOP,1075756,AZNALCOLLAR-3,ESP,-6.269878,37.519136,61521
ENECO EVELOP,1075755,LOS CABEZOS,ESP,-5.2333333,37.8333333,61520
ENECO HOLDING NV,1073217,MARBAIS,BEL,4.534993172,50.54651739,59102
ENECO HOLDING NV,1026383,VALLEIBAD,NLD,5.55891037,52.02862725,47639
ENECO HOLDING NV,1024834,DAMLAAN OMS,NLD,4.388889,51.919167,10138
ENECO HOLDING NV,1072579,DEPMER LANDFILL,NLD,4.673611,51.81,58289
ENECO HOLDING NV,1024835,SCHIEDAM OMS,NLD,4.388889,51.919167,40097
ENECO HOLDING NV,1058883,GEMBLOUX-SOMBREFFE,BEL,4.698886871,50.56148659,14865
ENECO HOLDING NV,1072580,ORGAWORLD,NLD,5.619444,51.660833,58290
ENECO HOLDING NV,1073591,PROVINCIEHAUS GRONINGEN,NLD,6.566667,53.219167,59438
ENECO HOLDING NV,1026862,HERKINGEN,NLD,4.0875,51.71,17536
ENECO HOLDING NV,1073588,ENECO AMSTERDAM,NLD,4.889688492,52.3740272,59435
ENECO HOLDING NV,1015902,ROTTERDAM MASTER FOODS,NLD,4.479167,51.9225,38071
ENECO HOLDING NV,1062717,PERWEZ-2,BEL,4.813541,50.62426,34303
ENECO HOLDING NV,1073584,ENECO AMERSFOORT,NLD,5.3875,52.155,59431
ENECO HOLDING NV,1072689,VAN PALLANDT-2,NLD,4.234346,51.704372,58394
ENECO HOLDING NV,1073587,ENECO UTRECHT,NLD,5.122222,52.090833,59434
ENECO HOLDING NV,1073590,ENECO VEENENDAAL,NLD,5.55891037,52.02862725,59437
ENECO HOLDING NV,1026883,BERENSCHOT,NLD,4.673611,51.81,4097
ENECO HOLDING NV,1073582,WATERINGSE VEID,NLD,4.298611,52.076667,59429
ENECO HOLDING NV,1073589,ENECO ROADWAYS,NLD,4.479167,51.9225,59436
ENECO HOLDING NV,1073586,ENECO IJSSELSTEIN,NLD,5.043056,52.02,59433
ENECO HOLDING NV,1017503,MAASVLAKTE GER,NLD,4.048632,51.948365,26389
ENECO HOLDING NV,1072691,LOPIK,NLD,4.948611,51.9725,58396
ENECO HOLDING NV,1073585,ENECO DEN HAAG,NLD,4.298611,52.076667,59432
ENECO HOLDING NV,1017506,SCHEVENINGEN,NLD,4.275569916,52.10460734,52095
ENECO HOLDING NV,1024833,BACHPLEIN SCHIEDAM,NLD,4.388889,51.919167,2757
ENECO HOLDING NV,1073216,BOIS DU PRINCE,BEL,4.69622612,50.39516868,59101
ENECO HOLDING NV,1072690,DOBBELSTEEN,NLD,4.048632,51.948365,58395
ENECO HOLDING NV,1015901,ROTTERDAM ENECO,NLD,4.479167,51.9225,38067
ENECO HOLDING NV,1059402,OCEANIUM BLIJDORP ZOO,NLD,4.479167,51.9225,32142
ENECO HOLDING NV,1053482,PRINCESS AMALIA,NLD,4.627046585,52.62040267,36162
ENECO HOLDING NV,1017502,HARTEL,NLD,4.479167,51.9225,12884
ENECO HOLDING NV,1058673,NIEUWLAND,NLD,5.3875,52.155,31184
ENECO HOLDING NV,1072688,DELFZIJL ZUID-2,NLD,6.918056,53.33,58393
ENECO HOLDING NV,1016297,ZOETERMEER,NLD,4.493056,52.0575,51047
ENECO HOLDING NV,1078024,BOTERDORP,NLD,4.498611,51.99,63396
ENECO HOLDING NV,1054600,SLUFTERDAM-NOORD,NLD,4.048632,51.948365,10375
ENECO HOLDING NV,1072581,TZUM BIOGAS,NLD,5.562772751,53.15899472,58291
ENECO HOLDING NV,1024836,TBV POOL,NLD,4.388889,51.919167,44791
ENECO HOLDING NV,1026382,MAARSBERGEN VUILSTORT,NLD,5.405556,52.058333,26377
ENECO HOLDING NV,1026884,DORDRECHT,NLD,4.673611,51.81,11149
ENECO HOLDING NV,1079559,LIBRAMONT L'OREAL,BEL,5.352872,49.920431,64304
ENEL GREEN POWER,1012983,BERLIN LAGEO,SLV,-88.5333333,13.5,4168
ENEL GREEN POWER,1012981,AHUACHAPAN,SLV,-89.8063889,13.925,486
KHAWAR CO SPINNING DIVISION,1020829,RAHST FACTORY,IRN,49.58319,37.280769,36447
SC HIDROELECTRICA SA,1027165,OGREZENI,ROU,25.7683333,44.4197222,32260
KHEMKA GROUP,1023823,PERUNGUDI NEPC MICON,IND,80.2472222,12.9713889,34281
KHEMKA GROUP,1023820,KETHANUR NEPC,IND,76.90037012,11.24285158,21903
KHEMKA GROUP,1023824,HAMBANTOTA,LKA,81.1185,6.1241,16676
