gppd_id,name,dukes_name,repd_name,capacity,fuel,repd_id,geo_id,carma_id,repd_id2,owner,year_of_data,source,url,latitude,longitude,geolocation_source
GBR0005295,Land At Swanland Road,,Land At Swanland Road,5.0,Solar,5295,,,,Gascoyne Holdings,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.6966,-0.2221,UK Renewable Energy Planning Database
GBR0005297,Land North of Sandhutton Lane,,Land North of Sandhutton Lane,5.0,Solar,5297,,,,Greencoat Capital,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.237,-1.3985,UK Renewable Energy Planning Database
GBR0005296,Rookery Business Park,,Rookery Business Park,5.0,Solar,5296,,,,Solar Century/ Bluefield Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.5353,1.0661,UK Renewable Energy Planning Database
GBR0001598,Rudbaxton Solar Park,,Rudbaxton Solar Park,10.8,Solar,1598,,,,Rudbaxton Solar Park Limited,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.8501,-4.9524,UK Renewable Energy Planning Database
GBR0005292,Land At Cwm Bargoed,,Land At Cwm Bargoed,5.0,Solar,5292,,,,Kronos Solar/ Vogt Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.7461,-3.3172,UK Renewable Energy Planning Database
GBR0001594,Trefinnick,Trefinnick,Trefinnick Farm,4.40363,Solar,1594,,,,MTS Trefinnick Solar Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.5423,-4.3492,UK Renewable Energy Planning Database
GBR0001595,Four Burrows,Four Burrows,Four Burrows Solar farm,4.5,Wind,1595,,13904,,TRIG,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.3039,-5.1414,UK Renewable Energy Planning Database
GBR0001592,Broxted Solar Park,Broxted Solar Park,Broxted Solar Farm (Stradishall Airfield),31.59,Solar,1592,,,,Lark Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.1314,0.5172,UK Renewable Energy Planning Database
GBR0001593,Pentylands Farm,,Pentylands Farm,19.0,Solar,1593,,,,Moser Baer,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.653,-1.7305,UK Renewable Energy Planning Database
GBR0001590,North Norfolk Business Centre Solar Park,,North Norfolk Business Centre Solar Park,11.0,Solar,1590,,,,Lumicity,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.9011,1.307,UK Renewable Energy Planning Database
GBR0001591,Horsacott Farm Solar Park,,Horsacott Farm Solar Park,6.4,Solar,1591,,,,Hazel Capital (bought from Lumicity Limited in 2012),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.0642,-4.1088,UK Renewable Energy Planning Database
GBR0001609,HENDRA HOLIDAY PARK SOLAR FARM,,HENDRA HOLIDAY PARK SOLAR FARM,1.2,Solar,1609,,,,Hendra Holiday Park,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.3996,-5.0556,UK Renewable Energy Planning Database
GBR0001607,BIOSSENCE SOLAR PARK,,BIOSSENCE SOLAR PARK,4.5,Solar,1607,,,,AGR,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.3202,0.4816,UK Renewable Energy Planning Database
GBR0001604,Wheal Alfred Road Solar Farm,,Wheal Alfred Road Solar Farm,3.5,Solar,1604,,,,TGC Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.1769,-5.3872,UK Renewable Energy Planning Database
GBR0001605,Blatchworthy,Blatchworthy,Blatchworthy Farm,1.41246,Solar,1605,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.1461,-4.1377,UK Renewable Energy Planning Database
GBR0001603,Culmhead Solar Farm (Resubmission),,Culmhead Solar Farm (Resubmission),7.5,Solar,1603,,,,Anesco,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.9261,-3.128,UK Renewable Energy Planning Database
GBR0001601,Hope Solar Farm,,Hope Solar Farm,7.3,Solar,1601,,,,Hope Solar Park Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.211,-5.3661,UK Renewable Energy Planning Database
GBR0000263,Bredbury Park Way - AD Stockport (Waste AD),,Bredbury Park Way - AD Stockport (Waste AD),2.0,Biomass,263,,,,Greater Manchester Waste Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.4274,-2.1143,UK Renewable Energy Planning Database
GBR0000261,Bryn Pica AD / Tomorrow's Valley (Waste AD) - resubmission,,Bryn Pica AD / Tomorrow's Valley (Waste AD) - resubmission,1.0,Biomass,261,,,,Ancala Bioenergy (formerly Biogen),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.7383,-3.436,UK Renewable Energy Planning Database
GBR0000260,Singleton Birch (Farm AD),,Singleton Birch (Farm AD),1.5,Biomass,260,,,,Singleton Birch,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.5909,-0.3571,UK Renewable Energy Planning Database
GBR0000267,Dryholme Farm (Farm AD),,Dryholme Farm (Farm AD),1.0,Biomass,267,,,,Kirk Environmental,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.8563,-3.3586,UK Renewable Energy Planning Database
GBR0000266,Barkip Anaerobic Digestor (Waste AD),,Barkip Anaerobic Digestor (Waste AD),2.2,Biomass,266,,,,Scottish and Southern Energy (SSE) / William Tracey,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,55.7181,-4.7186,UK Renewable Energy Planning Database
GBR0000265,Stud Farm  Rufford (Farm AD),,Stud Farm  Rufford (Farm AD),2.2,Biomass,265,,,,Future Biogas,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.1583,-1.0285,UK Renewable Energy Planning Database
GBR0005560,Berthlwyd Farm,,Berthlwyd Farm,5.0,Solar,5560,,,,Greencoat Capital,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5834,-3.3322,UK Renewable Energy Planning Database
GBR2000074,Stud Farm,Stud Farm,,2.368,Solar,,,,,,None,,,None,None,
GBR2000075,The Leys,The Leys,,4.98,Solar,,,,,,None,,,None,None,
GBR0000269,Lochhead Landfill CHP,,Lochhead Landfill CHP,1.7,Biomass,269,,,,Fife Council,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,56.0969,-3.4694,UK Renewable Energy Planning Database
GBR0004211,Pearie Law,Pearie Law,Pearie Law Wind Farm,19.2,Wind,4211,,,,EDF Energy Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,55.8205,-3.5624,UK Renewable Energy Planning Database
GBR0004215,Crystal Rig 3,Crystal Rig 3,Crystal Rig Wind Farm Phase III,13.8,Wind,4215,,,,Fred Olsen Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,55.9264,-2.5345,UK Renewable Energy Planning Database
GBR0000519,Station Farm Landfill Scheme,,Station Farm Landfill Scheme,2.0,Waste,519,,,,Natural Power,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.3085,-0.2266,UK Renewable Energy Planning Database
GBR0000518,Ockendon Area III,,Ockendon Area III,8.5,Waste,518,,,,ENERGY DEVELOPMENTS (UK) LTD,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5248,0.318,UK Renewable Energy Planning Database
GBR0001024,Chester Energy (East Woolley Farm),,Chester Energy (East Woolley Farm),5.0,Solar,1024,,,,Mr John R Wearmouth  Chester Energy (Eastcott) Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.9235,-4.4863,UK Renewable Energy Planning Database
GBR0001022,East Langford Farm,,East Langford Farm,5.0,Solar,1022,,,,Low carbon Solar Partners,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.8701,-4.4271,UK Renewable Energy Planning Database
GBR0001023,Trevemper,Trevemper,Trevemper solar farm,1.6999,Solar,1023,,,,The Green Company,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.3949,-5.0693,UK Renewable Energy Planning Database
GBR0001020,Nanterrow Farm,,Nanterrow Farm,4.7,Solar,1020,,,,Low carbon Solar Partners,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.2179,-5.3681,UK Renewable Energy Planning Database
GBR0001021,Howton,Howton,Howton Farm,4.99968,Solar,1021,,,,Low carbon Solar Partners,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.4424,-4.282,UK Renewable Energy Planning Database
GBR0000511,Elstow Landfill Site,,Elstow Landfill Site,1.8,Waste,511,,,,Renewable Power Generation Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.1033,-0.4713,UK Renewable Energy Planning Database
GBR0000510,Aveley Landfill Scheme,,Aveley Landfill Scheme,2.1,Waste,510,,,,Waste Recycling Group,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5039,0.2348,UK Renewable Energy Planning Database
GBR0000513,Sundon Landfill Site,,Sundon Landfill Site,2.6,Waste,513,,,,Renewable Power Generation Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.9435,-0.4913,UK Renewable Energy Planning Database
GBR0000512,Ongar Landfill Scheme 2,,Ongar Landfill Scheme 2,1.8,Waste,512,,,,Waste Recycling Group,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.6977,0.2588,UK Renewable Energy Planning Database
GBR0000515,Brogborough Phase III,,Brogborough Phase III,11.0,Waste,515,,,,Waste Recycling Group,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.0517,-0.5868,UK Renewable Energy Planning Database
GBR0000514,Aveley,,Aveley,1.2,Waste,514,,,,Waste Recycling Group,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.504,0.2333,UK Renewable Energy Planning Database
GBR0001028,Chynoweth Farm,,Chynoweth Farm,2.9,Solar,1028,,,,Low carbon Solar Partners,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.3045,-5.0815,UK Renewable Energy Planning Database
GBR0001029,Carlton Farm Solar farm,,Carlton Farm Solar farm,5.0,Solar,1029,,,,Mr R Atkins,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.8048,1.3987,UK Renewable Energy Planning Database
GBR0005588,Land at Oldstone Farm,,Land at Oldstone Farm,5.0,Solar,5588,,,,British Solar Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.3515,-3.6621,UK Renewable Energy Planning Database
GBR0005581,High Dyke (Mill Farm),,High Dyke (Mill Farm),5.0,Solar,5581,,,,Island Green Power,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.8826,-0.5994,UK Renewable Energy Planning Database
GBR0005582,Land West of Parsonage Wood,,Land West of Parsonage Wood,4.2,Solar,5582,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.79,-4.3993,UK Renewable Energy Planning Database
GBR0003380,Betty Hill,Betty Hill,Phase 1 Bettyhill Wind Farm,5.0,Wind,3380,,,,North British Windpower Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,58.5356,-4.1947,UK Renewable Energy Planning Database
GBR0001892,Warrington Home Solar Scheme,,Warrington Home Solar Scheme,5.3,Solar,1892,,,,Warrington Council,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.3873,-2.6029,UK Renewable Energy Planning Database
GBR0001501,Mackies Dairy PV,,Mackies Dairy PV,1.8,Solar,1501,,,,Mackies Of Scotland Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,57.3779,-2.3891,UK Renewable Energy Planning Database
GBR0001500,Lowther Farms,,Lowther Farms,1.8,Solar,1500,,,,Lowther Farms,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.3599,-1.0243,UK Renewable Energy Planning Database
GBR0006108,Popehill Farm,,Popehill Farm,5.0,Solar,6108,,,,North Tenement Solar Limited,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.7737,-4.9877,UK Renewable Energy Planning Database
GBR0001338,Lackford Estate Solar Park,,Lackford Estate Solar Park,20.9,Solar,1338,,,,Lackford Estate Solar Park Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.2888,0.611,UK Renewable Energy Planning Database
GBR0001339,Colpmans Farm,,Colpmans Farm,5.0,Solar,1339,,,,Wirsol Solar UK Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.4056,-0.5611,UK Renewable Energy Planning Database
GBR0001503,Redcourt Farm,,Redcourt Farm,3.3,Solar,1503,,,,PS Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.8493,-4.3548,UK Renewable Energy Planning Database
GBR0001332,Wix Lodge,,Wix Lodge,18.7,Solar,1332,,,,Sunsave 25 (Wix Lodge Farm) Limited/ Vogt Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.9128,1.1241,UK Renewable Energy Planning Database
GBR0001333,Saxley Farm,,Saxley Farm,5.0,Solar,1333,,,,Solar Century/ Bluefield Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.161,-1.5363,UK Renewable Energy Planning Database
GBR0001330,Cefn Betingau Farm,,Cefn Betingau Farm,9.0,Solar,1330,,,,Wessex Solar Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.7942,-3.9437,UK Renewable Energy Planning Database
GBR0001331,Hill Farm Solar Park (VoWH),,Hill Farm Solar Park (VoWH),14.8,Solar,1331,,,,Hill Farm Solar Park Limited,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.6166,-1.348,UK Renewable Energy Planning Database
GBR0006106,Marshill Farm,,Marshill Farm,1.5,Wind,6106,,,,Green Cat Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,55.6871,-3.9334,UK Renewable Energy Planning Database
GBR0001335,Snarlton Farm (Melksham solar farm),,Snarlton Farm (Melksham solar farm),49.6,Solar,1335,,,,Foresight,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.3734,-2.0897,UK Renewable Energy Planning Database
GBR0005632,Holly Farm Solar Park,,Holly Farm Solar Park,5.0,Solar,5632,,,,British Solar Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.688,-2.3171,UK Renewable Energy Planning Database
GBR0005946,London Southend Airport (resubmission),,London Southend Airport (resubmission),2.5,Solar,5946,,,,London Southend Airport Co.,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5755,0.6938,UK Renewable Energy Planning Database
GBR0000886,Allington EFW,,Allington EFW,51.0,Waste,886,,,,Kent Enviropower (FCC Environment),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.2865,0.4904,UK Renewable Energy Planning Database
GBR0004414,Ramsey 2 Wind Farm,Ramsey 2 Wind Farm,Ramsey Wind Farm Extension,8.2032,Wind,4414,,,,REG Windpower,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.4681,-0.1224,UK Renewable Energy Planning Database
GBR0006458,Sytchwythy Fields,,Sytchwythy Fields,1.4,Solar,6458,,,,AR Partners,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.1008,-1.9146,UK Renewable Energy Planning Database
GBR0004415,Red Gap Moor Wind Farm,,Red Gap Moor Wind Farm,12.5,Wind,4415,,,,Capital Dynamics,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.6468,-1.3206,UK Renewable Energy Planning Database
GBR0002009,Pencoose,Pencoose,Pencoose Farm,8.145,Solar,2009,,,,First Solar Project Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.1987,-5.1691,UK Renewable Energy Planning Database
GBR0002008,Penare Farm Solar Farm,,Penare Farm Solar Farm,11.0,Solar,2008,,,,British Solar Renewables (formerly Solar Power Generation),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.3037,-5.0755,UK Renewable Energy Planning Database
GBR0002005,Hook Valley Solar Park,Hook Valley Solar Park,Hook Valley Solar Park,15.3,Solar,2005,,,,British Solar Renewables (formerly know as Solar Power Generation),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.0486,-2.4349,UK Renewable Energy Planning Database
GBR0002004,Holwell Hill,,Holwell Hill,6.0,Solar,2004,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.1983,-2.384,UK Renewable Energy Planning Database
GBR0002007,Aspatria,,Aspatria,19.0,Solar,2007,,,,United Photovoltaics,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.778,-3.3241,UK Renewable Energy Planning Database
GBR0002006,Partridge Farm,,Partridge Farm,10.6,Solar,2006,,,,Eco Energy World,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.1022,0.9765,UK Renewable Energy Planning Database
GBR0002001,Hill End Farm,,Hill End Farm,2.8,Solar,2001,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.3118,-1.1114,UK Renewable Energy Planning Database
GBR0002000,Highfields Farm (Colchester),,Highfields Farm (Colchester),12.2,Solar,2000,,,,Hive Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.8248,0.7195,UK Renewable Energy Planning Database
GBR0006450,Gelliargwellt Uchaf Farm AD,,Gelliargwellt Uchaf Farm AD,1.4,Biomass,6450,,,,Bryn Group,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.6645,-3.2693,UK Renewable Energy Planning Database
GBR0005263,Land At Chiddinglye Farm,,Land At Chiddinglye Farm,5.0,Solar,5263,,,,REPOWER Balcombe & Chiddinglye Solar Park,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.9985,-0.067,UK Renewable Energy Planning Database
GBR0004026,Ray,Ray,Ray Wind Farm,54.4,Wind,4026,,,,Vattenfall,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,55.1822,-2.0714,UK Renewable Energy Planning Database
GBR0002133,New Row Farm,,New Row Farm,3.9,Solar,2133,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.2042,-2.5281,UK Renewable Energy Planning Database
GBR0002132,Bentley Estate,Bentley Estate,Bentley Estate,4.7819,Solar,2132,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.9335,0.1108,UK Renewable Energy Planning Database
GBR0002135,MALMAYNES HALL FARM,,MALMAYNES HALL FARM,12.0,Solar,2135,,,,Wessex Solar Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.4551,0.6142,UK Renewable Energy Planning Database
GBR0002137,Treguff,Treguff,Treguff Farm - resubmission,3.736465,Solar,2137,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.4308,-3.4073,UK Renewable Energy Planning Database
GBR0002136,Crucis Farm,Crucis Farm,Crucis Park,16.057,Solar,2136,,,,Solar Planning Limited,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.7241,-1.9132,UK Renewable Energy Planning Database
GBR0002139,Henbury Quarry,Henbury Quarry,Henbury Quarry,3.684,Solar,2139,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.7735,-2.0477,UK Renewable Energy Planning Database
GBR0002138,Kenardington Place Farm,,Kenardington Place Farm,7.0,Solar,2138,,,,Kronos Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.0612,0.8125,UK Renewable Energy Planning Database
GBR1000381,Deanie,Deanie,,38.0,Hydro,,,10389,,Scottish and Southern: Hydro Schemes - Affric/Beauly,2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,57.5167,-4.9333,CARMA
GBR1000380,Culligran Compensation Set,Culligran Compensation Set,,2.1,Hydro,,,9829,,Scottish and Southern: Hydro Schemes - Affric/Beauly,2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,57.346,-4.7627,CARMA
GBR1000383,Finlarig,Finlarig,,16.5,Hydro,,,13450,,Scottish and Southern: Hydro Schemes - Breadalbane,2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,56.2441,-4.2164,CARMA
GBR0002205,Manor Farm (Horton),,Manor Farm (Horton),5.0,Solar,2205,,,,Capital Stage,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.1752,-0.7804,UK Renewable Energy Planning Database
GBR1000405,Clunie,Clunie,,61.2,Hydro,,,8910,,Scottish and Southern: Hydro Schemes - Tummel,2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,57.55,-2.6167,CARMA
GBR0003378,Princes Gate Spring Water,,Princes Gate Spring Water,1.6,Wind,3378,,,,Princes Gate Spring Water,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.772,-4.6844,UK Renewable Energy Planning Database
GBR0003190,Tullo,Tullo,Tullo Farm,17.5,Wind,3190,,,,West Coast Energy (agents for Tullo Wind Ltd and GE Wind),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,56.9639,-2.2108,UK Renewable Energy Planning Database
GBR0003191,Garves Mountain Farm,,Garves Mountain Farm,15.0,Wind,3191,,,,Gravis Capital Management,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,55.0018,-6.5649,UK Renewable Energy Planning Database
GBR0003194,Avonmouth Port,,Avonmouth Port,6.0,Wind,3194,,,,Bristol Port Authority,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5166,-2.7027,UK Renewable Energy Planning Database
GBR0003602,Rusholme,Rusholme,Rusholme Wind Farm,24.0,Wind,3602,,74984,,EDF/China General Nuclear Power Corporation,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.7303,-0.948,UK Renewable Energy Planning Database
GBR0003605,Longpark,Longpark,Longpark,38.0,Wind,3605,,,,Wind Prospect,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,55.6692,-2.8275,UK Renewable Energy Planning Database
GBR0003354,Weston Airfield Wind Turbines,,Weston Airfield Wind Turbines,3.6,Wind,3354,,,,Bernard Matthews,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.6953,1.0915,UK Renewable Energy Planning Database
GBR0003607,Coldham,,Coldham,16.0,Wind,3607,,,,Wind Prospect / TXU,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.5972,0.0951,UK Renewable Energy Planning Database
GBR0003608,Red Tile,Red Tile,Red Tile,24.0,Wind,3608,,,,Wind Prospect Development (DAO Mr J Pennay),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.4305,-0.0292,UK Renewable Energy Planning Database
GBR0003609,Deeping,Deeping,Deeping St Nicholas Wind Farm,16.0,Wind,3609,,10428,,Wind Prospect Developments,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.7326,-0.2257,UK Renewable Energy Planning Database
GBR0003359,Orton Park Farm,,Orton Park Farm,1.6,Wind,3359,,,,Orton Park Wind Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.869,-3.0067,UK Renewable Energy Planning Database
GBR0000865,Lakeside EfW,Lakeside EfW,Lakeside EfW,37.0,Waste,865,,,,Grundon Waste / Viridor,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.4872,-0.5251,UK Renewable Energy Planning Database
GBR0002225,Newnham Estate,,Newnham Estate,14.0,Solar,2225,,,,Solstice Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.4085,-4.0295,UK Renewable Energy Planning Database
GBR0002227,Gawcott Fields Farm,,Gawcott Fields Farm,9.2,Solar,2227,,,,Harper Solar Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.9885,-1.005,UK Renewable Energy Planning Database
GBR0002226,Wambrook Farm,,Wambrook Farm,4.1,Solar,2226,,,,Sunsave 19 (Wambrook)/ Vogt Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.8744,-2.9875,UK Renewable Energy Planning Database
GBR0002221,Jubilee Farm  Barnby Moor,,Jubilee Farm  Barnby Moor,5.0,Solar,2221,,,,NESF (formerly Lark Energy),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.3659,-1.033,UK Renewable Energy Planning Database
GBR0002228,Mount Mill Farm - resubmission,,Mount Mill Farm - resubmission,12.0,Solar,2228,,,,OPDE,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.0394,-0.8943,UK Renewable Energy Planning Database
GBR0003992,Burton Pidsea (Wadworth Hill) Wind Farm,,Burton Pidsea (Wadworth Hill) Wind Farm,10.2,Wind,3992,,,,Aeolian Holderness Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.7492,-0.1135,UK Renewable Energy Planning Database
